Repository Name,Description,URL,Language,Stars,Forks,Created At,Updated At
donut-doc-vqa,"An OCR-free document understanding model that uses a Swin Transformer encoder and BART decoder, fine-tuned on the DocVQA dataset.",https://github.com/inferless/donut-doc-vqa,Python,0,1,2024-05-31T11:40:00Z,2025-04-08T04:38:41Z
zephyr-7b-streaming,"Zephyr-7B model with Server-Sent Events (SSE) enables real-time streaming for chat based applications. <metadata> gpu: A100 | collections: [""Streaming LLMs"", ""SSE Events""] </metadata>",https://github.com/inferless/zephyr-7b-streaming,Python,0,1,2024-06-10T05:16:45Z,2025-03-25T07:12:42Z
realvis-xl_v4.0_lightning,"A lightweight, accelerated variant of RealVisXL V4.0, engineered for real‑time, high‑quality image generation with enhanced efficiency.  <metadata> gpu: T4 | collections: [""Diffusers""] </metadata>",https://github.com/inferless/realvis-xl_v4.0_lightning,Python,0,6,2024-06-11T20:47:30Z,2025-04-10T20:48:48Z
qwen2-72b-instruct,"A 72B instruct-tuned language model, AWQ-quantized for efficient inference and robust performance on diverse instruction tasks. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/qwen2-72b-instruct,Python,0,3,2024-06-21T11:33:29Z,2025-04-08T04:39:16Z
stable-diffusion-3,"A latent diffusion model fine-tuned on diverse image–text pairs, balancing quality and speed.  <metadata> gpu: A10 | collections: [""Diffusers""] </metadata>",https://github.com/inferless/stable-diffusion-3,Python,0,4,2024-06-21T13:51:03Z,2025-03-25T15:58:06Z
triton-co-pilot,Generate Glue Code in seconds to simplify your Nvidia Triton Inference Server Deployments,https://github.com/inferless/triton-co-pilot,Python,19,3,2024-07-01T21:35:48Z,2025-02-12T08:31:41Z
codellama-34b-vllm,"A 34B-parameter, Python-specialized model for advanced code synthesis, deploy with vLLM for efficient inference. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/codellama-34b-vllm,Python,0,5,2024-07-11T18:22:12Z,2025-03-11T02:32:56Z
BLIP-2,"BLIP-2 is an Vision Language model which consists of 3 models: a CLIP-like image encoder, a Querying Transformer (Q-Former) and a large language model. It excels in image-text interactions, offering capabilities like image captioning and visual question answering.",https://github.com/inferless/BLIP-2,,0,0,2024-07-15T11:36:46Z,2024-09-23T16:30:06Z
parler-tts-streaming,"text-to-speech with Server-Sent Events (SSE) streams real-time audio for chat-based applications. <metadata> gpu: A100 | collections: [""SSE Events""] </metadata>",https://github.com/inferless/parler-tts-streaming,Python,2,10,2024-07-17T08:46:05Z,2025-03-11T02:35:04Z
Llama-3-peft-model,,https://github.com/inferless/Llama-3-peft-model,Python,0,0,2024-07-18T13:28:02Z,2024-07-18T16:08:14Z
Whisper-asr-streaming,,https://github.com/inferless/Whisper-asr-streaming,,0,0,2024-07-22T12:29:45Z,2024-07-22T12:29:49Z
CodeFormer,,https://github.com/inferless/CodeFormer,,0,0,2024-07-23T06:09:37Z,2024-07-23T12:59:51Z
llama-3.1-8b-instruct,"An 8B multilingual instruction model fine-tuned with RLHF for chat completion, supporting up to 128k tokens. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/llama-3.1-8b-instruct,Python,0,6,2024-07-24T08:52:07Z,2025-03-25T06:22:08Z
llama-3.1-8b-instruct-gguf," An 8B-parameter, instruction-tuned variant of Meta's Llama-3.1 model, optimized in GGUF format for efficient inference. <metadata> gpu: A100 | collections: [""lama.cpp""] </metadata>",https://github.com/inferless/llama-3.1-8b-instruct-gguf,Python,0,7,2024-08-02T07:14:14Z,2025-03-25T04:03:17Z
SAM-2,,https://github.com/inferless/SAM-2,,0,0,2024-08-03T13:47:02Z,2024-08-03T14:08:03Z
bge-base-en-v1.5,,https://github.com/inferless/bge-base-en-v1.5,Python,0,2,2024-08-05T18:48:38Z,2025-03-11T02:28:13Z
llama-2-7b-chat-gguf,"Quantized GGUF model which dramatically reduces memory requirements while preserving conversational quality. <metadata> gpu: A100 | collections: [""Using NFS Volumes"", ""llama.cpp""] </metadata>",https://github.com/inferless/llama-2-7b-chat-gguf,Python,0,1,2024-08-06T13:39:17Z,2025-04-14T13:45:46Z
llama-2-docker-template,"Deploy Llama-2 model with TGI on Inferless though Dockerfile. <metadata> collections: [""Dockerfile"", ""FastAPI Containers""] </metadata>",https://github.com/inferless/llama-2-docker-template,Python,0,1,2024-08-08T17:29:09Z,2025-02-28T09:03:36Z
tgi-template,"Import any model using TGI on Inferless using Dockerfile for streamlined containerized deployment. <metadata> collections: [""Dockerfile""] </metadata>",https://github.com/inferless/tgi-template,Dockerfile,0,4,2024-08-11T09:52:40Z,2025-02-28T09:03:50Z
tinyllama-1.1b-chat-vllm-gguf,"Deploy GGUF quantized version of Tinyllama-1.1B GGUF vLLM for efficient inference. <metadata> gpu: A100 | collections: [""Using NFS Volumes"", ""vLLM""] </metadata>",https://github.com/inferless/tinyllama-1.1b-chat-vllm-gguf,Python,1,7,2024-08-13T10:25:13Z,2025-04-10T17:17:22Z
flux.1-schnell,"12B text-to-image mode that upscales and generates high-quality images from text prompts using advanced diffusion techniques. <metadata> gpu: A100 | collections: [""Diffusers"",""Variable Inputs""] </metadata>",https://github.com/inferless/flux.1-schnell,Python,4,11,2024-08-20T12:10:22Z,2025-03-25T06:17:07Z
Multi_LoRA_Adapter,,https://github.com/inferless/Multi_LoRA_Adapter,Python,0,1,2024-08-23T00:01:20Z,2025-03-11T02:27:59Z
gemma-2-9b-it,"Instruct-tuned model for instruction following, delivering coherent, high-quality responses across a broad spectrum of tasks. <metadata> gpu: A10 | collections: [""HF Transformers""] </metadata>",https://github.com/inferless/gemma-2-9b-it,Python,0,2,2024-08-24T04:33:59Z,2025-03-25T20:47:20Z
ComfyUI-template-new,,https://github.com/inferless/ComfyUI-template-new,Python,0,0,2024-09-01T03:09:53Z,2025-02-03T21:54:39Z
ComfyUI-Inferless-template,,https://github.com/inferless/ComfyUI-Inferless-template,Python,0,3,2024-09-06T10:18:11Z,2025-02-10T19:28:33Z
Llama-3.1-70B-awq,,https://github.com/inferless/Llama-3.1-70B-awq,Python,0,2,2024-09-11T17:19:04Z,2025-03-11T02:29:31Z
SOLAR-10.7B-Instruct,,https://github.com/inferless/SOLAR-10.7B-Instruct,Python,0,0,2024-09-11T18:20:44Z,2025-03-11T02:29:46Z
Blip-image-captioning-large,The Salesforce/blip-image-captioning-large model is a image captioning model developed as part of the BLIP (Bootstrapping Language-Image Pre-training) framework. ,https://github.com/inferless/Blip-image-captioning-large,,0,0,2024-09-20T12:43:18Z,2024-09-23T16:29:50Z
InternVL2-Llama3-76B-AWQ,,https://github.com/inferless/InternVL2-Llama3-76B-AWQ,Python,0,1,2024-09-21T16:51:49Z,2025-04-10T20:54:35Z
phi-3.5-moe-instruct,"An instruction-tuned variant of Phi-3.5, delivering efficient, context-aware responses across diverse language tasks.  <metadata> gpu: A100 | collections: [""HF Transformers""] </metadata>",https://github.com/inferless/phi-3.5-moe-instruct,Python,0,1,2024-09-25T22:31:45Z,2025-03-25T07:04:45Z
Phi-3.5-MoE-instruct-8bit,"Phi-3.5-MoE a compact yet powerful model designed for instruction-following tasks. This model is part of the Phi-3 family, known for its efficiency and high performance. The Phi-3 Mini-128K-Instruct exhibited robust, state-of-the-art performance among models with fewer than 13B parameters.",https://github.com/inferless/Phi-3.5-MoE-instruct-8bit,Python,0,0,2024-09-25T23:48:07Z,2025-04-13T16:09:40Z
Llama-server-template,,https://github.com/inferless/Llama-server-template,Python,0,0,2024-09-26T12:09:53Z,2024-09-26T19:52:17Z
llama-3.2-11b-vision-instruct,"11B multimodal model integrating vision and text for image reasoning, captioning, and Q&A. <metadata> gpu: A100 | collections: [""HF Transformers""] </metadata>",https://github.com/inferless/llama-3.2-11b-vision-instruct,Python,7,13,2024-09-26T16:08:48Z,2025-03-11T02:32:05Z
bark-streaming,"Bark text-to-speech with Server-Sent Events (SSE) streams real-time audio. <metadata> gpu: A100 | collections: [""SSE Events""] </metadata>",https://github.com/inferless/bark-streaming,Python,0,3,2024-10-02T22:19:30Z,2025-03-25T06:47:26Z
whisper-large-v3-turbo,"A turbocharged variant of Whisper large‑v3 for English speech recognition, optimized for lower latency. <metadata> gpu: T4 | collections: [""HF Transformers"",""Complex Outputs""] </metadata>",https://github.com/inferless/whisper-large-v3-turbo,Python,0,7,2024-10-09T08:01:33Z,2025-03-11T02:32:25Z
ministral-8b-instruct,"An 8B instruction-tuned model optimized for generating coherent, context-rich responses across diverse applications. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/ministral-8b-instruct,Python,0,0,2024-10-24T10:09:37Z,2025-03-25T07:18:44Z
flux-upscaler-xs,"A ControlNet model from Jasper AI that enhances low-resolution images by upscaling them with advanced diffusion techniques. <metadata> gpu: A100 | collections: [""Diffusers"",""Variable Inputs""] </metadata>",https://github.com/inferless/flux-upscaler-xs,Python,0,3,2024-11-04T12:58:22Z,2025-03-11T02:31:05Z
Book-Audio-Summary-Generator,,https://github.com/inferless/Book-Audio-Summary-Generator,Python,0,0,2024-11-07T22:09:31Z,2025-04-12T17:14:55Z
qwen2.5-coder-32b-instruct,"A State-Of-The-Art coder LLM, tailored for instruction-based tasks, particularly in code generation, reasoning, and repair.  <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/qwen2.5-coder-32b-instruct,Python,1,3,2024-11-12T10:41:04Z,2025-03-11T02:34:40Z
Financial-AI-Agent,,https://github.com/inferless/Financial-AI-Agent,,0,0,2024-11-18T16:14:39Z,2025-01-15T03:45:15Z
qwen2-vl-7b-instruct,"A 7B multimodal language model designed for instruction-based tasks with advanced visual and multilingual capabilities. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/qwen2-vl-7b-instruct,Python,0,10,2024-11-28T10:31:58Z,2025-03-24T21:31:14Z
Qwen2-VL-7B-Instruct-pydantic,,https://github.com/inferless/Qwen2-VL-7B-Instruct-pydantic,Python,0,0,2024-12-03T09:39:27Z,2024-12-05T12:06:59Z
FluxUpscalerXS-pydantic,,https://github.com/inferless/FluxUpscalerXS-pydantic,Python,0,0,2024-12-05T12:35:52Z,2024-12-05T18:58:24Z
Qwen2.5-Coder-32B-Instruct-pydantic,,https://github.com/inferless/Qwen2.5-Coder-32B-Instruct-pydantic,Python,0,0,2024-12-05T19:00:04Z,2024-12-05T19:00:32Z
qwq-32b-preview,"A 32B experimental reasoning model for advanced text generation and robust instruction following.  <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/qwq-32b-preview,Python,17,6,2024-12-09T15:04:35Z,2025-04-13T16:50:37Z
TRELLIS,,https://github.com/inferless/TRELLIS,Python,0,3,2024-12-17T07:10:00Z,2025-03-11T02:28:32Z
Trellis-Inferless,,https://github.com/inferless/Trellis-Inferless,Python,0,1,2024-12-30T07:09:42Z,2024-12-31T14:10:30Z
huatuogpt-o1-70b,"A medical LLM built on LLaMA-3.1-70B, employing detailed step-by-step reasoning for complex medical problem-solving.  <metadata> gpu: A100 | collections: [""HF Transformers"",""Variable Inputs""] </metadata>",https://github.com/inferless/huatuogpt-o1-70b,Python,0,0,2025-01-10T04:47:13Z,2025-03-25T07:04:24Z
phi-4,"A 14B model designed to excel in complex reasoning tasks, particularly within STEM domains. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/phi-4,Python,0,5,2025-01-15T09:54:52Z,2025-03-11T02:29:53Z
deepseek-r1-distill-qwen-32b,"A distilled DeepSeek-R1 variant built on Qwen2.5-32B, fine-tuned with curated data for enhanced performance and efficiency. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/deepseek-r1-distill-qwen-32b,Python,16,23,2025-01-27T05:27:44Z,2025-03-29T12:04:14Z
AI-Explainer,,https://github.com/inferless/AI-Explainer,Python,0,0,2025-01-27T17:25:29Z,2025-01-27T18:59:58Z
NotebookLM,,https://github.com/inferless/NotebookLM,,0,0,2025-02-01T11:31:37Z,2025-02-05T14:51:22Z
qwen2.5-vl-7b-instruct,"Vision-Language model that integrates advanced image, video, and text understanding. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/qwen2.5-vl-7b-instruct,Python,0,4,2025-02-07T12:17:24Z,2025-03-11T02:34:47Z
Stable-Diffusion-3.5-large,,https://github.com/inferless/Stable-Diffusion-3.5-large,Python,0,0,2025-02-11T16:33:56Z,2025-04-10T20:50:49Z
Stable-Diffusion-3.5-large-turbo,,https://github.com/inferless/Stable-Diffusion-3.5-large-turbo,Python,0,1,2025-02-12T03:02:27Z,2025-03-11T02:29:07Z
mistral-small-24b-instruct,"24B instruction-tuned model, delivering context-aware, reliable responses optimized for performance and efficiency. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/mistral-small-24b-instruct,Python,0,3,2025-02-12T03:07:31Z,2025-03-11T02:34:06Z
mistral-7b-instruct-v0.3,"7B model fine-tuned for precise instruction following and robust contextual understanding. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/mistral-7b-instruct-v0.3,Python,0,2,2025-02-12T04:03:44Z,2025-03-11T02:32:01Z
llama-3.2-3b-instruct,"3B compact instruction-tuned model generate detailed responses across a range of tasks. <metadata> gpu: A100 | collections: [""vLLM""] </metadata>",https://github.com/inferless/llama-3.2-3b-instruct,Python,0,5,2025-02-12T19:48:19Z,2025-03-11T02:34:23Z
Zyphra-Zonos,,https://github.com/inferless/Zyphra-Zonos,,0,0,2025-02-18T16:48:09Z,2025-02-18T16:48:13Z
phi-4-GGUF,"A 14B model optimized in GGUF format for efficient inference, designed to excel in complex reasoning tasks. <metadata> gpu: A100 | collections: [""llama.cpp"",""GGUF""] </metadata>",https://github.com/inferless/phi-4-GGUF,Python,0,6,2025-02-24T18:24:11Z,2025-03-25T07:03:33Z
phi4-vllm-gguf,"A 14B model optimized in GGUF format for efficient inference, designed to excel in complex reasoning tasks. <metadata> gpu: A100 | collections: [""vLLM"",""GGUF""] </metadata>",https://github.com/inferless/phi4-vllm-gguf,Python,0,1,2025-03-05T04:27:05Z,2025-04-08T04:28:32Z
phi4-vllm-gptq,"A 14B model optimized in GPTQ format for efficient inference, designed to excel in complex reasoning tasks. <metadata> gpu: A100 | collections: [""vLLM"",""GPTQ""] </metadata>",https://github.com/inferless/phi4-vllm-gptq,Python,0,2,2025-03-05T06:19:08Z,2025-03-25T07:03:44Z
phi-4-multimodal-instruct,"State‑of‑the‑art multimodal foundation model developed by Microsoft Research which seamlessly fuses robust language understanding with advanced visual and audio analysis. <metadata> gpu: A100 | collections: [""HF Transformers""] </metadata>",https://github.com/inferless/phi-4-multimodal-instruct,Python,0,4,2025-03-09T09:29:04Z,2025-03-24T01:33:44Z
gemma-3-27b-it,"Gemma-3-27B-it is a multimodal model that handles both text and image inputs, supports over 140 languages, and features a context window of up to 128,000 tokens. <metadata> gpu: A100 | collections: [""HF Transformers""] </metadata>",https://github.com/inferless/gemma-3-27b-it,Python,0,8,2025-03-17T11:36:59Z,2025-03-28T04:33:54Z
product-hunt-thread-summarizer,,https://github.com/inferless/product-hunt-thread-summarizer,Python,0,0,2025-03-19T13:44:25Z,2025-03-21T04:19:33Z
mistral-small-3.1-24b-instruct,"Advanced multimodal language model developed by Mistral AI with enhanced text performance, robust vision capabilities, and an expanded context window of up to 128,000 tokens. <metadata> gpu: A100 | collections: [""HF Transformers""] </metadata>",https://github.com/inferless/mistral-small-3.1-24b-instruct,Python,1,7,2025-03-20T17:13:02Z,2025-04-04T16:13:53Z
template,Using Template for Model Deployment ,https://github.com/inferless/template,Python,0,21,2025-03-20T21:25:10Z,2025-03-24T06:06:46Z
spatiallm-llama-1b,"A 3D large language model that processes point cloud data to produce structured 3D scene representations. <metadata> gpu: A100 | collections: [""HF Transformers""] </metadata>",https://github.com/inferless/spatiallm-llama-1b,Python,1,3,2025-03-28T09:13:20Z,2025-04-02T16:32:30Z
spatiallm-qwen-0.5b,,https://github.com/inferless/spatiallm-qwen-0.5b,Python,0,0,2025-03-28T11:38:24Z,2025-03-28T11:40:44Z
hibou-l,AutoImageProcessorTemplate,https://github.com/inferless/hibou-l,Python,0,0,2025-03-31T06:37:22Z,2025-04-01T11:46:54Z
